"Age","Attrition","BusinessTravel","DailyRate","Department","DistanceFromHome","Education","EducationField","EnvironmentSatisfaction","Gender","HourlyRate","JobInvolvement","JobLevel","JobRole","JobSatisfaction","MaritalStatus","MonthlyIncome","MonthlyRate","NumCompaniesWorked","Over18","OverTime","PercentSalaryHike","PerformanceRating","RelationshipSatisfaction","StockOptionLevel","TotalWorkingYears","TrainingTimesLastYear","WorkLifeBalance","YearsAtCompany","YearsInCurrentRole","YearsSinceLastPromotion","YearsWithCurrManager","High_satisfaction","Low_satisfaction","MonthlyIncome_scaled","NumCompaniesWorked_scaled","TotalWorkingYears_scaled","TrainingTimesLastYear_scaled","YearsAtCompany_scaled","YearsInCurrentRole_scaled","YearsSinceLastPromotion_scaled","YearsWithCurrManager_scaled","Age_scaled","DailyRate_scaled","DistanceFromHome_scaled","HourlyRate_scaled","MonthlyRate_scaled","PercentSalaryHike_scaled","MonthlyIncome_discret","NumCompaniesWorked_discret","TotalWorkingYears_discret","TrainingTimesLastYear_discret","YearsAtCompany_discret","YearsInCurrentRole_discret","YearsSinceLastPromotion_discret","YearsWithCurrManager_discret","Age_discret","DailyRate_discret","DistanceFromHome_discret","HourlyRate_discret","MonthlyRate_discret","PercentSalaryHike_discret"
31,"0","Travel_Frequently",798,"Research & Development",7,"2","Life Sciences","3","Female",48,"2",3,"Manufacturing Director","3","Married",8943,14034,1,"Y","0",24,"4","1","1",10,2,"3",10,9,8,9,"0","0",0.572739837167851,0.333333333333333,0.5,0.577350269189626,0.5,0.707106781186548,0.730296743340222,0.727606875108999,0.30952380952381,0.498210450966356,0.214285714285714,0.257142857142857,0.479421802850833,0.928571428571429,"[0.484,0.744)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.687,0.843)","[0.255,0.448)","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.62,1]"
39,"0","Travel_Frequently",672,"Research & Development",7,"2","Medical","3","Male",54,"2",5,"Manager","4","Married",19272,21141,1,"Y","0",15,"3","1","1",21,2,"3",21,9,13,3,"0","0",0.976341822661108,0.333333333333333,0.724568837309472,0.577350269189626,0.724568837309472,0.707106781186548,0.930949336251263,0.420084025208403,0.5,0.408017179670723,0.214285714285714,0.342857142857143,0.764786187512548,0.285714285714286,"[0.744,1]","[0.167,0.43)","[0.629,1]","[0.312,0.72)","[0.633,1]","[0.501,0.748)","[0.749,1]","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.261,0.509)","[0.745,1]","[0.117,0.332)"
39,"1","Travel_Rarely",1162,"Sales",3,"2","Medical","4","Female",41,"3",2,"Sales Executive","3","Married",5238,17778,4,"Y","1",18,"3","1","0",12,3,"2",1,0,0,0,"0","0",0.370343226420647,0.666666666666667,0.547722557505166,0.707106781186548,0.158113883008419,0,0,0,0.5,0.758768790264853,0.0714285714285714,0.157142857142857,0.62975306163421,0.5,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0,0.261)","[0.497,0.745)","[0.332,0.62)"
33,"0","Travel_Frequently",508,"Sales",10,"3","Marketing","2","Male",46,"2",2,"Sales Executive","4","Single",4682,4317,3,"Y","0",14,"3","3","0",9,6,"2",7,7,0,1,"0","0",0.334330670989209,0.577350269189626,0.474341649025257,1,0.418330013267038,0.623609564462324,0,0.242535625036333,0.357142857142857,0.290622763063708,0.321428571428571,0.228571428571429,0.08925918490263,0.214285714285714,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.88,1]","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0,0.247)","[0.117,0.332)"
47,"0","Travel_Rarely",1482,"Research & Development",5,"5","Life Sciences","4","Male",42,"3",5,"Research Director","3","Married",18300,16375,4,"Y","0",11,"3","2","1",21,2,"3",3,2,1,1,"0","0",0.944002218842551,0.666666666666667,0.724568837309472,0.577350269189626,0.273861278752583,0.333333333333333,0.258198889747161,0.242535625036333,0.69047619047619,0.987831066571224,0.142857142857143,0.171428571428571,0.573418992170247,0,"[0.744,1]","[0.666,1]","[0.629,1]","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0,0.261)","[0.497,0.745)","[0,0.117)"
43,"0","Travel_Frequently",559,"Research & Development",10,"4","Life Sciences","3","Female",82,"2",2,"Laboratory Technician","3","Divorced",5257,6227,1,"Y","0",11,"3","2","1",9,3,"4",9,7,0,0,"0","0",0.37153921436696,0.333333333333333,0.474341649025257,0.707106781186548,0.474341649025257,0.623609564462324,0,0,0.595238095238095,0.327129563350036,0.321428571428571,0.742857142857143,0.165950612326842,0,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.509,0.756)","[0,0.247)","[0,0.117)"
27,"0","Non-Travel",210,"Sales",1,"1","Marketing","3","Male",73,"3",2,"Sales Executive","2","Married",6349,22107,0,"Y","1",13,"3","4","1",6,0,"3",5,4,1,4,"0","0",0.436976879287748,0,0.387298334620742,0,0.353553390593274,0.471404520791032,0.258198889747161,0.485071250072666,0.214285714285714,0.0773085182534001,0,0.614285714285714,0.803573579602489,0.142857142857143,"[0.272,0.484)","[0,0.167)","[0.281,0.441)","[0,0.312)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0.424,0.687)","[0,0.255)","[0,0.236)","[0,0.161)","[0.509,0.756)","[0.745,1]","[0.117,0.332)"
54,"0","Travel_Frequently",928,"Research & Development",20,"4","Life Sciences","4","Female",31,"3",2,"Research Scientist","3","Single",4869,16885,3,"Y","0",12,"3","4","0",20,4,"2",4,3,0,3,"1","0",0.346670303969998,0.577350269189626,0.707106781186547,0.816496580927726,0.316227766016838,0.408248290463863,0,0.420084025208403,0.857142857142857,0.59126700071582,0.678571428571429,0.0142857142857143,0.593896807869906,0.0714285714285714,"[0.272,0.484)","[0.43,0.666)","[0.629,1]","[0.72,0.88)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.681,1]","[0.483,0.739)","[0.43,0.729)","[0,0.261)","[0.497,0.745)","[0,0.117)"
43,"0","Travel_Rarely",1001,"Research & Development",7,"3","Life Sciences","3","Female",43,"3",3,"Healthcare Representative","1","Married",9985,9262,8,"Y","0",16,"3","1","1",10,1,"2",1,0,0,0,"0","1",0.621598807294903,0.942809041582063,0.5,0.408248290463863,0.158113883008419,0,0,0,0.595238095238095,0.64352183249821,0.214285714285714,0.185714285714286,0.287813692029713,0.357142857142857,"[0.484,0.744)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.483,0.739)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.332,0.62)"
45,"0","Travel_Rarely",549,"Research & Development",8,"4","Other","4","Male",75,"3",2,"Research Scientist","4","Married",3697,9278,9,"Y","0",14,"3","1","2",12,3,"3",10,9,9,8,"1","0",0.264818875309383,1,0.547722557505166,0.707106781186548,0.5,0.707106781186548,0.774596669241483,0.685994340570035,0.642857142857143,0.319971367215462,0.25,0.642857142857143,0.288456133306565,0.214285714285714,"[0,0.272)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.749,1]","[0.424,0.687)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.509,0.756)","[0.247,0.497)","[0.117,0.332)"
40,"0","Travel_Rarely",1124,"Sales",1,"2","Medical","2","Male",57,"1",2,"Sales Executive","4","Married",7457,13273,2,"Y","1",22,"4","3","3",6,2,"2",4,3,0,2,"0","0",0.49783528517609,0.471404520791032,0.387298334620742,0.577350269189626,0.316227766016838,0.408248290463863,0,0.342997170285018,0.523809523809524,0.731567644953472,0,0.385714285714286,0.448865689620558,0.785714285714286,"[0.484,0.744)","[0.43,0.666)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0.247,0.497)","[0.62,1]"
29,"1","Travel_Rarely",318,"Research & Development",8,"4","Other","2","Male",77,"1",1,"Laboratory Technician","1","Married",2119,4759,1,"Y","1",11,"3","4","0",7,4,"2",7,7,0,7,"0","0",0.130117999050592,0.333333333333333,0.418330013267038,0.816496580927726,0.418330013267038,0.623609564462324,0,0.641688947919748,0.261904761904762,0.1546170365068,0.25,0.671428571428571,0.107006625175668,0,"[0,0.272)","[0.167,0.43)","[0.281,0.441)","[0.72,0.88)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0.509,0.756)","[0,0.247)","[0,0.117)"
29,"0","Travel_Rarely",738,"Research & Development",9,"5","Other","2","Male",30,"2",1,"Laboratory Technician","4","Single",3983,7621,0,"Y","0",17,"3","3","0",4,2,"3",3,2,2,2,"0","0",0.285867561421548,0,0.316227766016838,0.577350269189626,0.273861278752583,0.333333333333333,0.365148371670111,0.342997170285018,0.261904761904762,0.455261274158912,0.285714285714286,0,0.221923308572576,0.428571428571429,"[0.272,0.484)","[0,0.167)","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.161,0.43)","[0,0.261)","[0,0.247)","[0.332,0.62)"
30,"0","Travel_Rarely",570,"Sales",5,"3","Marketing","4","Female",30,"2",2,"Sales Executive","3","Divorced",6118,5431,1,"Y","0",13,"3","3","3",10,2,"3",10,9,1,2,"0","0",0.423635095892046,0.333333333333333,0.5,0.577350269189626,0.5,0.707106781186548,0.258198889747161,0.342997170285018,0.285714285714286,0.335003579098067,0.142857142857143,0,0.133989158803453,0.142857142857143,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0,0.247)","[0.117,0.332)"
27,"0","Travel_Rarely",1130,"Sales",8,"4","Marketing","2","Female",56,"3",2,"Sales Executive","2","Married",6214,3415,1,"Y","0",18,"3","1","1",8,3,"3",8,7,0,7,"0","0",0.429209802427631,0.333333333333333,0.447213595499958,0.707106781186548,0.447213595499958,0.623609564462324,0,0.641688947919748,0.214285714285714,0.735862562634216,0.25,0.371428571428571,0.0530415579200964,0.5,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0,0.153)","[0.424,0.687)","[0,0.255)","[0.483,0.739)","[0.161,0.43)","[0.261,0.509)","[0,0.247)","[0.332,0.62)"
37,"0","Travel_Rarely",1192,"Research & Development",5,"2","Medical","4","Male",61,"3",2,"Manufacturing Director","4","Divorced",6347,23177,7,"Y","0",16,"3","3","2",8,2,"2",6,2,0,4,"1","0",0.436862417431309,0.881917103688197,0.447213595499958,0.577350269189626,0.387298334620742,0.333333333333333,0,0.485071250072666,0.452380952380952,0.780243378668576,0.142857142857143,0.442857142857143,0.846536839991969,0.357142857142857,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.745,1]","[0.332,0.62)"
38,"0","Travel_Rarely",343,"Research & Development",15,"2","Life Sciences","3","Male",92,"2",3,"Research Director","4","Divorced",11510,15682,0,"Y","1",14,"3","2","1",12,3,"3",11,10,2,9,"0","0",0.688716826452715,0,0.547722557505166,0.707106781186548,0.524404424085076,0.74535599249993,0.365148371670111,0.727606875108999,0.476190476190476,0.172512526843236,0.5,0.885714285714286,0.545593254366593,0.214285714285714,"[0.484,0.744)","[0,0.167)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.687,0.843)","[0.448,0.681)","[0,0.236)","[0.43,0.729)","[0.756,1]","[0.497,0.745)","[0.117,0.332)"
31,"0","Travel_Rarely",1232,"Research & Development",7,"4","Medical","3","Female",39,"3",3,"Manufacturing Director","4","Single",7143,25713,1,"Y","1",14,"3","3","0",11,2,"2",11,9,4,10,"0","0",0.481076498228931,0.333333333333333,0.524404424085076,0.577350269189626,0.524404424085076,0.707106781186548,0.516397779494322,0.766964988847371,0.30952380952381,0.808876163206872,0.214285714285714,0.128571428571429,0.948363782373017,0.214285714285714,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.46,0.749)","[0.687,0.843)","[0.255,0.448)","[0.739,1]","[0.161,0.43)","[0,0.261)","[0.745,1]","[0.117,0.332)"
29,"0","Travel_Rarely",144,"Sales",10,"1","Marketing","4","Female",39,"2",2,"Sales Executive","2","Divorced",8268,11866,1,"Y","1",14,"3","1","2",7,2,"3",7,7,1,7,"0","0",0.539554325772517,0.333333333333333,0.418330013267038,0.577350269189626,0.418330013267038,0.623609564462324,0.258198889747161,0.641688947919748,0.261904761904762,0.0300644237652112,0.321428571428571,0.128571428571429,0.392371009837382,0.214285714285714,"[0.484,0.744)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.153,0.46)","[0.424,0.687)","[0.255,0.448)","[0,0.236)","[0.161,0.43)","[0,0.261)","[0.247,0.497)","[0.117,0.332)"
35,"0","Travel_Rarely",1296,"Research & Development",5,"4","Technical Degree","3","Male",62,"3",3,"Manufacturing Director","2","Single",8095,18264,0,"Y","0",13,"3","4","0",17,5,"3",16,6,0,13,"0","0",0.53083295095233,0,0.651920240520265,0.912870929175277,0.632455532033676,0.577350269189626,0,0.874474632195206,0.404761904761905,0.854688618468146,0.142857142857143,0.457142857142857,0.649267215418591,0.142857142857143,"[0.484,0.744)","[0,0.167)","[0.629,1]","[0.88,1]","[0.448,0.633)","[0.501,0.748)","[0,0.153)","[0.843,1]","[0.255,0.448)","[0.739,1]","[0,0.161)","[0.261,0.509)","[0.497,0.745)","[0.117,0.332)"
23,"0","Travel_Rarely",1309,"Research & Development",26,"1","Life Sciences","3","Male",83,"3",1,"Research Scientist","4","Divorced",2904,16092,1,"Y","0",12,"3","3","2",4,2,"2",4,2,0,2,"0","0",0.201763762269932,0.333333333333333,0.316227766016838,0.577350269189626,0.316227766016838,0.333333333333333,0,0.342997170285018,0.119047619047619,0.863994273443092,0.892857142857143,0.757142857142857,0.562055812085926,0.0714285714285714,"[0,0.272)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0,0.255)","[0.739,1]","[0.729,1]","[0.756,1]","[0.497,0.745)","[0,0.117)"
41,"0","Travel_Rarely",483,"Research & Development",6,"3","Medical","4","Male",95,"2",2,"Manufacturing Director","2","Single",6032,10110,6,"Y","1",15,"3","4","0",8,3,"3",5,4,1,2,"1","0",0.418603829908669,0.816496580927726,0.447213595499958,0.707106781186548,0.353553390593274,0.471404520791032,0.258198889747161,0.342997170285018,0.547619047619048,0.272727272727273,0.178571428571429,0.928571428571429,0.321863079702871,0.285714285714286,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0.161,0.43)","[0.756,1]","[0.247,0.497)","[0.117,0.332)"
47,"0","Travel_Frequently",1309,"Sales",4,"1","Medical","2","Male",99,"3",2,"Sales Representative","3","Single",2976,25751,3,"Y","0",19,"3","1","0",5,3,"3",0,0,0,0,"0","0",0.20781879114767,0.577350269189626,0.353553390593274,0.707106781186548,0,0,0,0,0.69047619047619,0.863994273443092,0.107142857142857,0.985714285714286,0.949889580405541,0.571428571428571,"[0,0.272)","[0.43,0.666)","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.739,1]","[0,0.161)","[0.756,1]","[0.745,1]","[0.332,0.62)"
42,"0","Travel_Rarely",810,"Research & Development",23,"5","Life Sciences","1","Female",44,"3",4,"Research Director","4","Single",15992,15901,2,"Y","0",14,"3","2","0",16,2,"3",1,0,0,0,"0","0",0.863584828909196,0.471404520791032,0.632455532033676,0.577350269189626,0.158113883008419,0,0,0,0.571428571428571,0.506800286327845,0.785714285714286,0.2,0.554386669343505,0.214285714285714,"[0.744,1]","[0.43,0.666)","[0.629,1]","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.483,0.739)","[0.729,1]","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
29,"0","Non-Travel",746,"Sales",2,"3","Life Sciences","4","Male",61,"3",2,"Sales Executive","3","Married",4649,16928,1,"Y","0",14,"3","1","1",4,3,"2",4,3,0,2,"0","0",0.332127669608158,0.333333333333333,0.316227766016838,0.707106781186548,0.316227766016838,0.408248290463863,0,0.342997170285018,0.261904761904762,0.460987831066571,0.0357142857142857,0.442857142857143,0.595623368801446,0.214285714285714,"[0.272,0.484)","[0.167,0.43)","[0.281,0.441)","[0.312,0.72)","[0.284,0.448)","[0.181,0.501)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0.497,0.745)","[0.117,0.332)"
42,"0","Travel_Rarely",544,"Human Resources",2,"1","Technical Degree","3","Male",52,"3",1,"Human Resources","3","Divorced",2696,24017,0,"Y","1",11,"3","3","1",4,5,"3",3,2,1,0,"0","0",0.183836725918444,0,0.316227766016838,0.912870929175277,0.273861278752583,0.333333333333333,0.258198889747161,0,0.571428571428571,0.316392269148175,0.0357142857142857,0.314285714285714,0.880265007026702,0,"[0,0.272)","[0,0.167)","[0.281,0.441)","[0.88,1]","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.448,0.681)","[0.236,0.483)","[0,0.161)","[0.261,0.509)","[0.745,1]","[0,0.117)"
32,"0","Travel_Rarely",1062,"Research & Development",2,"3","Medical","3","Female",75,"3",1,"Laboratory Technician","2","Married",2370,3956,1,"Y","0",13,"3","3","1",8,4,"3",8,0,0,7,"0","0",0.154285574721609,0.333333333333333,0.447213595499958,0.816496580927726,0.447213595499958,0,0,0.641688947919748,0.333333333333333,0.687186828919112,0.0357142857142857,0.642857142857143,0.0747641035936559,0.142857142857143,"[0,0.272)","[0.167,0.43)","[0.441,0.629)","[0.72,0.88)","[0.284,0.448)","[0,0.181)","[0,0.153)","[0.424,0.687)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0.509,0.756)","[0,0.247)","[0.117,0.332)"
48,"0","Travel_Rarely",530,"Sales",29,"1","Medical","1","Female",91,"3",3,"Manager","3","Married",12504,23978,3,"Y","0",21,"4","2","1",15,3,"1",0,0,0,0,"0","0",0.730089296300533,0.577350269189626,0.612372435695794,0.707106781186548,0,0,0,0,0.714285714285714,0.306370794559771,1,0.871428571428571,0.878699056414375,0.714285714285714,"[0.484,0.744)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.681,1]","[0.236,0.483)","[0.729,1]","[0.756,1]","[0.745,1]","[0.62,1]"
37,"0","Travel_Rarely",1319,"Research & Development",6,"3","Medical","3","Male",51,"4",2,"Research Scientist","1","Divorced",5974,17001,4,"Y","1",13,"3","1","2",13,2,"3",7,7,6,7,"0","1",0.415190373695304,0.666666666666667,0.570087712549569,0.577350269189626,0.418330013267038,0.623609564462324,0.632455532033676,0.641688947919748,0.452380952380952,0.871152469577666,0.178571428571429,0.3,0.598554507127083,0.142857142857143,"[0.272,0.484)","[0.666,1]","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0.448,0.681)","[0.739,1]","[0.161,0.43)","[0.261,0.509)","[0.497,0.745)","[0.117,0.332)"
30,"0","Non-Travel",641,"Sales",25,"2","Technical Degree","4","Female",85,"3",2,"Sales Executive","3","Married",4736,6069,7,"Y","1",12,"3","2","1",4,2,"4",2,2,2,2,"0","0",0.337918902425725,0.881917103688197,0.316227766016838,0.577350269189626,0.223606797749979,0.333333333333333,0.365148371670111,0.342997170285018,0.285714285714286,0.385826771653543,0.857142857142857,0.785714285714286,0.159606504717928,0.0714285714285714,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.255,0.448)","[0.236,0.483)","[0.729,1]","[0.756,1]","[0,0.247)","[0,0.117)"
26,"0","Travel_Rarely",933,"Sales",1,"3","Life Sciences","3","Male",57,"3",2,"Sales Executive","3","Married",5296,20156,1,"Y","0",17,"3","2","1",8,3,"3",8,7,7,7,"0","0",0.373987384665022,0.333333333333333,0.447213595499958,0.707106781186548,0.447213595499958,0.623609564462324,0.683130051063973,0.641688947919748,0.19047619047619,0.594846098783107,0,0.385714285714286,0.725235896406344,0.428571428571429,"[0.272,0.484)","[0.167,0.43)","[0.441,0.629)","[0.312,0.72)","[0.284,0.448)","[0.501,0.748)","[0.46,0.749)","[0.424,0.687)","[0,0.255)","[0.483,0.739)","[0,0.161)","[0.261,0.509)","[0.497,0.745)","[0.332,0.62)"
42,"0","Travel_Rarely",1332,"Research & Development",2,"4","Other","1","Male",98,"2",2,"Healthcare Representative","4","Single",6781,17078,3,"Y","0",23,"4","2","0",14,6,"3",1,0,0,0,"0","0",0.461291887452238,0.577350269189626,0.591607978309962,1,0.158113883008419,0,0,0,0.571428571428571,0.880458124552613,0.0357142857142857,0.971428571428571,0.601646255771933,0.857142857142857,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.88,1]","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.448,0.681)","[0.739,1]","[0,0.161)","[0.756,1]","[0.497,0.745)","[0.62,1]"
21,"1","Travel_Frequently",756,"Sales",1,"1","Technical Degree","1","Female",99,"2",1,"Sales Representative","2","Single",2174,9150,1,"Y","1",11,"3","3","0",3,3,"3",3,2,1,2,"0","0",0.135531215607264,0.333333333333333,0.273861278752583,0.707106781186548,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.0714285714285714,0.468146027201145,0,0.985714285714286,0.283316603091749,0,"[0,0.272)","[0.167,0.43)","[0,0.281)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0,0.255)","[0.236,0.483)","[0,0.161)","[0.756,1]","[0.247,0.497)","[0,0.117)"
36,"0","Non-Travel",845,"Sales",1,"5","Medical","4","Female",45,"3",2,"Sales Executive","4","Single",6653,15276,4,"Y","0",15,"3","2","0",7,6,"3",1,0,0,0,"1","0",0.45417030558004,0.666666666666667,0.418330013267038,1,0.158113883008419,0,0,0,0.428571428571429,0.531853972798855,0,0.214285714285714,0.529291306966473,0.285714285714286,"[0.272,0.484)","[0.666,1]","[0.281,0.441)","[0.88,1]","[0,0.284)","[0,0.181)","[0,0.153)","[0,0.424)","[0.255,0.448)","[0.483,0.739)","[0,0.161)","[0,0.261)","[0.497,0.745)","[0.117,0.332)"
36,"0","Travel_Frequently",541,"Sales",3,"4","Medical","1","Male",48,"2",3,"Sales Executive","4","Married",9699,7246,4,"Y","0",11,"3","1","1",16,2,"3",13,9,1,12,"0","1",0.608453066596765,0.666666666666667,0.632455532033676,0.577350269189626,0.570087712549569,0.707106781186548,0.258198889747161,0.840168050416806,0.428571428571429,0.314244810307802,0.0714285714285714,0.257142857142857,0.206866091146356,0,"[0.484,0.744)","[0.666,1]","[0.629,1]","[0.312,0.72)","[0.448,0.633)","[0.501,0.748)","[0.153,0.46)","[0.687,0.843)","[0.255,0.448)","[0.236,0.483)","[0,0.161)","[0,0.261)","[0,0.247)","[0,0.117)"
57,"0","Travel_Rarely",593,"Research & Development",1,"4","Medical","4","Male",88,"3",2,"Healthcare Representative","3","Married",6755,2967,2,"Y","0",11,"3","3","0",15,2,"3",3,2,1,2,"0","0",0.459850792421372,0.471404520791032,0.612372435695794,0.577350269189626,0.273861278752583,0.333333333333333,0.258198889747161,0.342997170285018,0.928571428571429,0.351467430207588,0,0.828571428571429,0.0350532021682393,0,"[0.272,0.484)","[0.43,0.666)","[0.441,0.629)","[0.312,0.72)","[0,0.284)","[0.181,0.501)","[0.153,0.46)","[0,0.424)","[0.681,1]","[0.236,0.483)","[0,0.161)","[0.756,1]","[0,0.247)","[0,0.117)"
